   5.9500881e-05   7.6505059e-05   1.6329605e-03
   5.9496691e-05   7.6100167e-05   1.6329608e-03
   5.9492572e-05   7.5701169e-05   1.6329610e-03
   5.9488485e-05   7.5304515e-05   1.6329612e-03
   5.9484417e-05   7.4908512e-05   1.6329614e-03
   5.9480362e-05   7.4512430e-05   1.6329616e-03
   5.9476317e-05   7.4115989e-05   1.6329618e-03
   5.9472284e-05   7.3719096e-05   1.6329620e-03
   5.9468262e-05   7.3321773e-05   1.6329622e-03
   5.9464254e-05   7.2924101e-05   1.6329624e-03
   5.9460260e-05   7.2526175e-05   1.6329626e-03
   5.9456281e-05   7.2128090e-05   1.6329627e-03
   5.9452318e-05   7.1729949e-05   1.6329629e-03
   5.9448373e-05   7.1331853e-05   1.6329630e-03
   5.9444447e-05   7.0933899e-05   1.6329632e-03
   5.9440539e-05   7.0536181e-05   1.6329633e-03
   5.9436652e-05   7.0138783e-05   1.6329635e-03
   5.9432786e-05   6.9741784e-05   1.6329636e-03
   5.9428941e-05   6.9345261e-05   1.6329637e-03
   5.9425118e-05   6.8949284e-05   1.6329638e-03
   5.9421318e-05   6.8553921e-05   1.6329639e-03
   5.9417542e-05   6.8159235e-05   1.6329640e-03
   5.9413789e-05   6.7765283e-05   1.6329641e-03
   5.9410061e-05   6.7372121e-05   1.6329642e-03
   5.9406357e-05   6.6979803e-05   1.6329643e-03
   5.9402678e-05   6.6588377e-05   1.6329644e-03
   5.9399024e-05   6.6197888e-05   1.6329645e-03
   5.9395397e-05   6.5808380e-05   1.6329645e-03
   5.9391795e-05   6.5419892e-05   1.6329646e-03
   5.9388219e-05   6.5032462e-05   1.6329647e-03
   5.9384670e-05   6.4646126e-05   1.6329647e-03
   5.9381147e-05   6.4260916e-05   1.6329647e-03
   5.9377651e-05   6.3876863e-05   1.6329648e-03
   5.9374182e-05   6.3493997e-05   1.6329648e-03
   5.9370739e-05   6.3112345e-05   1.6329648e-03
   5.9367324e-05   6.2731932e-05   1.6329648e-03
   5.9363936e-05   6.2352782e-05   1.6329649e-03
   5.9360575e-05   6.1974917e-05   1.6329649e-03
   5.9357242e-05   6.1598359e-05   1.6329649e-03
   5.9353935e-05   6.1223127e-05   1.6329648e-03
   5.9350656e-05   6.0849239e-05   1.6329648e-03
   5.9347405e-05   6.0476713e-05   1.6329648e-03
   5.9344180e-05   6.0105565e-05   1.6329648e-03
   5.9340983e-05   5.9735811e-05   1.6329647e-03
   5.9337813e-05   5.9367466e-05   1.6329647e-03
   5.9334670e-05   5.9000542e-05   1.6329646e-03
   5.9331555e-05   5.8635052e-05   1.6329646e-03
   5.9328466e-05   5.8271006e-05   1.6329645e-03
   5.9325405e-05   5.7908417e-05   1.6329644e-03
   5.9322370e-05   5.7547296e-05   1.6329643e-03
   5.9319362e-05   5.7187650e-05   1.6329642e-03
   5.9316381e-05   5.6829489e-05   1.6329642e-03
   5.9313427e-05   5.6472822e-05   1.6329640e-03
   5.9310499e-05   5.6117657e-05   1.6329639e-03
   5.9307598e-05   5.5764001e-05   1.6329638e-03
   5.9304722e-05   5.5411860e-05   1.6329637e-03
   5.9301874e-05   5.5061241e-05   1.6329636e-03
   5.9299051e-05   5.4712151e-05   1.6329634e-03
   5.9296254e-05   5.4364594e-05   1.6329633e-03
   5.9293483e-05   5.4018575e-05   1.6329631e-03
   5.9290738e-05   5.3674099e-05   1.6329629e-03
   5.9288018e-05   5.3331172e-05   1.6329628e-03
   5.9285324e-05   5.2989796e-05   1.6329626e-03
   5.9282655e-05   5.2649976e-05   1.6329624e-03
   5.9280011e-05   5.2311715e-05   1.6329622e-03
   5.9277392e-05   5.1975016e-05   1.6329620e-03
   5.9274798e-05   5.1639882e-05   1.6329618e-03
   5.9272229e-05   5.1306316e-05   1.6329616e-03
   5.9269684e-05   5.0974320e-05   1.6329614e-03
   5.9267164e-05   5.0643897e-05   1.6329611e-03
   5.9264667e-05   5.0315048e-05   1.6329609e-03
   5.9262195e-05   4.9987776e-05   1.6329606e-03
   5.9259747e-05   4.9662080e-05   1.6329604e-03
   5.9257323e-05   4.9337964e-05   1.6329601e-03
   5.9254922e-05   4.9015428e-05   1.6329598e-03
   5.9252545e-05   4.8694473e-05   1.6329595e-03
   5.9250191e-05   4.8375100e-05   1.6329592e-03
   5.9247860e-05   4.8057309e-05   1.6329589e-03
   5.9245552e-05   4.7741101e-05   1.6329586e-03
   5.9243267e-05   4.7426476e-05   1.6329583e-03
   5.9241005e-05   4.7113435e-05   1.6329580e-03
   5.9238765e-05   4.6801976e-05   1.6329576e-03
   5.9236547e-05   4.6492101e-05   1.6329573e-03
   5.9234352e-05   4.6183808e-05   1.6329569e-03
   5.9232178e-05   4.5877098e-05   1.6329566e-03
   5.9230026e-05   4.5571970e-05   1.6329562e-03
   5.9227897e-05   4.5268422e-05   1.6329558e-03
   5.9225788e-05   4.4966456e-05   1.6329554e-03
   5.9223701e-05   4.4666068e-05   1.6329550e-03
   5.9221635e-05   4.4367259e-05   1.6329546e-03
   5.9219590e-05   4.4070027e-05   1.6329542e-03
   5.9217566e-05   4.3774372e-05   1.6329538e-03
   5.9215563e-05   4.3480291e-05   1.6329533e-03
   5.9213580e-05   4.3187784e-05   1.6329529e-03
   5.9211618e-05   4.2896848e-05   1.6329524e-03
   5.9209675e-05   4.2607483e-05   1.6329519e-03
   5.9207753e-05   4.2319686e-05   1.6329514e-03
   5.9205851e-05   4.2033455e-05   1.6329510e-03
   5.9203968e-05   4.1748790e-05   1.6329505e-03
   5.9202106e-05   4.1465687e-05   1.6329499e-03
   5.9200262e-05   4.1184144e-05   1.6329494e-03
   5.9198438e-05   4.0904161e-05   1.6329489e-03
   5.9196633e-05   4.0625733e-05   1.6329483e-03
   5.9194846e-05   4.0348860e-05   1.6329478e-03
   5.9193079e-05   4.0073538e-05   1.6329472e-03
   5.9191330e-05   3.9799766e-05   1.6329466e-03
   5.9189600e-05   3.9527540e-05   1.6329460e-03
