   1.2420236e-03   2.0644353e-03
   1.2396039e-03   2.0647459e-03
   1.2371852e-03   2.0650551e-03
   1.2347676e-03   2.0653627e-03
   1.2323510e-03   2.0656688e-03
   1.2299356e-03   2.0659734e-03
   1.2275213e-03   2.0662764e-03
   1.2251082e-03   2.0665779e-03
   1.2226964e-03   2.0668778e-03
   1.2202857e-03   2.0671762e-03
   1.2178763e-03   2.0674731e-03
   1.2154682e-03   2.0677685e-03
   1.2130614e-03   2.0680623e-03
   1.2106560e-03   2.0683546e-03
   1.2082519e-03   2.0686453e-03
   1.2058492e-03   2.0689345e-03
   1.2034480e-03   2.0692222e-03
   1.2010482e-03   2.0695084e-03
   1.1986499e-03   2.0697931e-03
   1.1962531e-03   2.0700762e-03
   1.1938579e-03   2.0703578e-03
   1.1914642e-03   2.0706379e-03
   1.1890721e-03   2.0709165e-03
   1.1866817e-03   2.0711936e-03
   1.1842929e-03   2.0714691e-03
   1.1819057e-03   2.0717431e-03
   1.1795202e-03   2.0720157e-03
   1.1771365e-03   2.0722867e-03
   1.1747545e-03   2.0725562e-03
   1.1723743e-03   2.0728242e-03
   1.1699959e-03   2.0730908e-03
   1.1676193e-03   2.0733558e-03
   1.1652445e-03   2.0736193e-03
   1.1628716e-03   2.0738813e-03
   1.1605006e-03   2.0741418e-03
   1.1581315e-03   2.0744009e-03
   1.1557644e-03   2.0746584e-03
   1.1533992e-03   2.0749145e-03
   1.1510360e-03   2.0751691e-03
   1.1486748e-03   2.0754222e-03
   1.1463156e-03   2.0756738e-03
   1.1439585e-03   2.0759240e-03
   1.1416035e-03   2.0761726e-03
   1.1392505e-03   2.0764198e-03
   1.1368997e-03   2.0766656e-03
   1.1345511e-03   2.0769098e-03
   1.1322045e-03   2.0771526e-03
   1.1298602e-03   2.0773940e-03
   1.1275181e-03   2.0776338e-03
   1.1251782e-03   2.0778723e-03
   1.1228406e-03   2.0781093e-03
   1.1205052e-03   2.0783448e-03
   1.1181721e-03   2.0785789e-03
   1.1158413e-03   2.0788115e-03
   1.1135129e-03   2.0790427e-03
   1.1111868e-03   2.0792724e-03
   1.1088631e-03   2.0795008e-03
   1.1065417e-03   2.0797277e-03
   1.1042228e-03   2.0799531e-03
   1.1019063e-03   2.0801771e-03
   1.0995922e-03   2.0803998e-03
   1.0972806e-03   2.0806209e-03
   1.0949715e-03   2.0808407e-03
   1.0926649e-03   2.0810591e-03
   1.0903608e-03   2.0812760e-03
   1.0880592e-03   2.0814916e-03
   1.0857602e-03   2.0817057e-03
   1.0834638e-03   2.0819185e-03
   1.0811700e-03   2.0821298e-03
   1.0788787e-03   2.0823398e-03
   1.0765901e-03   2.0825484e-03
   1.0743041e-03   2.0827555e-03
   1.0720208e-03   2.0829613e-03
   1.0697402e-03   2.0831658e-03
   1.0674622e-03   2.0833688e-03
   1.0651870e-03   2.0835705e-03
   1.0629144e-03   2.0837708e-03
   1.0606446e-03   2.0839697e-03
   1.0583776e-03   2.0841673e-03
   1.0561133e-03   2.0843635e-03
   1.0538518e-03   2.0845584e-03
   1.0515931e-03   2.0847520e-03
   1.0493372e-03   2.0849441e-03
   1.0470841e-03   2.0851350e-03
   1.0448339e-03   2.0853245e-03
   1.0425866e-03   2.0855127e-03
   1.0403421e-03   2.0856995e-03
   1.0381004e-03   2.0858850e-03
   1.0358617e-03   2.0860692e-03
   1.0336259e-03   2.0862521e-03
   1.0313930e-03   2.0864337e-03
   1.0291630e-03   2.0866140e-03
   1.0269360e-03   2.0867929e-03
   1.0247120e-03   2.0869706e-03
   1.0224909e-03   2.0871469e-03
   1.0202728e-03   2.0873220e-03
   1.0180577e-03   2.0874958e-03
   1.0158456e-03   2.0876683e-03
   1.0136366e-03   2.0878395e-03
   1.0114305e-03   2.0880095e-03
   1.0092276e-03   2.0881782e-03
   1.0070276e-03   2.0883456e-03
   1.0048308e-03   2.0885117e-03
   1.0026370e-03   2.0886766e-03
   1.0004463e-03   2.0888403e-03
   9.9825868e-04   2.0890027e-03
   9.9607420e-04   2.0891639e-03
   9.9389283e-04   2.0893238e-03
   9.9171459e-04   2.0894825e-03
   9.8953949e-04   2.0896399e-03
   9.8736754e-04   2.0897962e-03
   9.8519875e-04   2.0899512e-03
   9.8303313e-04   2.0901050e-03
   9.8087069e-04   2.0902576e-03
   9.7871144e-04   2.0904090e-03
   9.7655538e-04   2.0905591e-03
   9.7440252e-04   2.0907081e-03
   9.7225288e-04   2.0908559e-03
   9.7010647e-04   2.0910025e-03
   9.6796328e-04   2.0911480e-03
   9.6582333e-04   2.0912922e-03
   9.6368663e-04   2.0914353e-03
   9.6155319e-04   2.0915772e-03
   9.5942300e-04   2.0917179e-03
   9.5729609e-04   2.0918575e-03
   9.5517246e-04   2.0919960e-03
   9.5305211e-04   2.0921333e-03
   9.5093505e-04   2.0922694e-03
   9.4882129e-04   2.0924044e-03
   9.4671084e-04   2.0925383e-03
   9.4460370e-04   2.0926710e-03
   9.4249988e-04   2.0928027e-03
   9.4039938e-04   2.0929332e-03
   9.3830222e-04   2.0930626e-03
   9.3620840e-04   2.0931909e-03
   9.3411792e-04   2.0933181e-03
   9.3203079e-04   2.0934441e-03
   9.2994702e-04   2.0935691e-03
   9.2786661e-04   2.0936931e-03
   9.2578956e-04   2.0938159e-03
   9.2371589e-04   2.0939376e-03
   9.2164560e-04   2.0940583e-03
   9.1957869e-04   2.0941779e-03
   9.1751517e-04   2.0942965e-03
   9.1545504e-04   2.0944140e-03
   9.1339830e-04   2.0945304e-03
   9.1134497e-04   2.0946458e-03
   9.0929505e-04   2.0947602e-03
   9.0724853e-04   2.0948735e-03
   9.0520543e-04   2.0949858e-03
   9.0316575e-04   2.0950970e-03
   9.0112950e-04   2.0952073e-03
   8.9909667e-04   2.0953165e-03
   8.9706727e-04   2.0954247e-03
   8.9504130e-04   2.0955319e-03
   8.9301877e-04   2.0956381e-03
   8.9099968e-04   2.0957434e-03
   8.8898404e-04   2.0958476e-03
   8.8697184e-04   2.0959509e-03
   8.8496309e-04   2.0960531e-03
   8.8295780e-04   2.0961544e-03
   8.8095596e-04   2.0962548e-03
   8.7895758e-04   2.0963541e-03
   8.7696266e-04   2.0964525e-03
   8.7497121e-04   2.0965500e-03
   8.7298322e-04   2.0966465e-03
   8.7099869e-04   2.0967421e-03
   8.6901764e-04   2.0968367e-03
   8.6704006e-04   2.0969304e-03
   8.6506596e-04   2.0970232e-03
   8.6309533e-04   2.0971151e-03
   8.6112818e-04   2.0972060e-03
   8.5916450e-04   2.0972961e-03
   8.5720431e-04   2.0973852e-03
   8.5524760e-04   2.0974735e-03
   8.5329437e-04   2.0975608e-03
   8.5134463e-04   2.0976473e-03
   8.4939837e-04   2.0977328e-03
   8.4745560e-04   2.0978175e-03
   8.4551632e-04   2.0979014e-03
   8.4358052e-04   2.0979843e-03
   8.4164822e-04   2.0980664e-03
   8.3971940e-04   2.0981477e-03
   8.3779407e-04   2.0982281e-03
   8.3587224e-04   2.0983076e-03
   8.3395389e-04   2.0983863e-03
   8.3203904e-04   2.0984642e-03
   8.3012768e-04   2.0985413e-03
   8.2821981e-04   2.0986175e-03
   8.2631543e-04   2.0986929e-03
   8.2441454e-04   2.0987675e-03
   8.2251714e-04   2.0988412e-03
   8.2062324e-04   2.0989142e-03
   8.1873283e-04   2.0989864e-03
   8.1684590e-04   2.0990578e-03
   8.1496247e-04   2.0991284e-03
   8.1308252e-04   2.0991982e-03
   8.1120607e-04   2.0992673e-03
   8.0933310e-04   2.0993355e-03
   8.0746362e-04   2.0994030e-03
   8.0559762e-04   2.0994698e-03
   8.0373511e-04   2.0995358e-03
   8.0187609e-04   2.0996010e-03
   8.0002054e-04   2.0996655e-03
   7.9816848e-04   2.0997293e-03
   7.9631990e-04   2.0997923e-03
   7.9447480e-04   2.0998546e-03
   7.9263318e-04   2.0999162e-03
   7.9079504e-04   2.0999770e-03
   7.8896036e-04   2.1000371e-03
   7.8712917e-04   2.1000966e-03
   7.8530144e-04   2.1001553e-03
   7.8347719e-04   2.1002133e-03
   7.8165640e-04   2.1002706e-03
   7.7983908e-04   2.1003273e-03
   7.7802522e-04   2.1003832e-03
   7.7621483e-04   2.1004385e-03
   7.7440789e-04   2.1004931e-03
   7.7260442e-04   2.1005471e-03
   7.7080440e-04   2.1006003e-03
   7.6900783e-04   2.1006530e-03
   7.6721472e-04   2.1007049e-03
   7.6542506e-04   2.1007562e-03
   7.6363884e-04   2.1008069e-03
   7.6185607e-04   2.1008570e-03
   7.6007673e-04   2.1009064e-03
   7.5830084e-04   2.1009551e-03
   7.5652839e-04   2.1010033e-03
   7.5475937e-04   2.1010508e-03
   7.5299378e-04   2.1010978e-03
   7.5123162e-04   2.1011441e-03
   7.4947288e-04   2.1011898e-03
   7.4771757e-04   2.1012349e-03
   7.4596567e-04   2.1012794e-03
   7.4421720e-04   2.1013233e-03
